RN	JH	CSRQ	JCDM	CW	YQMC	YQXH	JSXH	ZRYL	JDDS1	JDDS2	YCZMC	XCH	XFCH	DYCZMC	DXCH	DXFCH	HD	YXHD	ZRL	ZRBFS	TZBZ	BZ	HZJH	CH
12318	B1-1-P58	2019/11/20	5WW		FCP-II注聚剖面测井仪		3	11.5	909.38	912.6	S2	1-2					3.2	0	17.68	13.6			B1-1-P58	
12319	B1-1-P58	2019/11/20	5WW	S21-2	FCP-II注聚剖面测井仪		2	11.5	906	909.38	S2	1-2					3.4	0	11.13	8.56			B1-1-P58	
12553	B1-1-P58	2020/4/26	5WW	S28	FCP-II注聚剖面测井仪	9#	12	9.6	930.1	931.4	S2	8					1.3	1.1	2.74	8.31			B1-1-P58	
12554	B1-1-P58	2020/4/26	5WW		FCP-II注聚剖面测井仪	9#	11	9.6	928.27	929	S2	8					0.7	0	0.39	1.18			B1-1-P58	
12555	B1-1-P58	2020/4/26	5WW		FCP-II注聚剖面测井仪	9#	10	9.6	927.32	928.27	S2	8					1	0	2.22	6.73			B1-1-P58	
12556	B1-1-P58	2020/4/26	5WW		FCP-II注聚剖面测井仪	9#	9	9.6	926.14	927.32	S2	8					1.2	0	3.59	10.89			B1-1-P58	
12557	B1-1-P58	2020/4/26	5WW	S28	FCP-II注聚剖面测井仪	9#	8	9.6	925.7	926.14	S2	8					0.4	0	1.63	4.94			B1-1-P58	
12558	B1-1-P58	2020/4/26	5WW	S24	FCP-II注聚剖面测井仪	9#	7	9.6	916.4	919	S2	4					2.6	2.5	4.02	12.17			B1-1-P58	
12559	B1-1-P58	2020/4/26	5WW	S24	FCP-II注聚剖面测井仪	9#	6	9.6	915.62	916.4	S2	3					0.8	0	3.81	11.54			B1-1-P58	
12560	B1-1-P58	2020/4/26	5WW	S23	FCP-II注聚剖面测井仪	9#	5	9.6	915	915.62	S2	3					0.6	0	2.86	8.67			B1-1-P58	
12561	B1-1-P58	2020/4/26	5WW		FCP-II注聚剖面测井仪	9#	4	9.6	909.94	912.6	S2	1-2					2.7	0	3.32	10.05			B1-1-P58	
12583	B1-1-P58	2020/4/26	5WW		FCP-II注聚剖面测井仪	9#	3	9.6	908.04	909.94	S2	1-2					1.9	0	4.85	14.71			B1-1-P58	
12584	B1-1-P58	2020/4/26	5WW	S21-2	FCP-II注聚剖面测井仪	9#	2	9.6	906	908.04	S2	1-2					2	0	3.57	10.81			B1-1-P58	
978	B1-1-P60	2002/4/23	502	P1*3A-P13B			2	7.77	1016.8	1019.2	P1	*3A		P1	3B		2	0	4.6	50	0		B1-1-P60	
979	B1-1-P60	2002/4/23	502	P12			1	7.77	1010.4	1014.3	P1	2					3.9	3	4.6	50	0		B1-1-P60	
980	B1-1-P60	2004/5/4	502	S33-4			2	5.2	979.3	981.6	S3	3-4					2.3	2.2	0	29.75	0		B1-1-P60	
981	B1-1-P60	2004/5/4	502	S33\3			1	5.2	978.3	979	S3	3\3					0.7	0.7	0	9.31	0		B1-1-P60	
982	B1-1-P60	2004/5/4	502	S35+6\1			3	5.2	982.6	984.8	S3	5+6\1					2.2	1.7	0	60.93	0		B1-1-P60	
2353	B1-1-P60	2005/10/17	5WW	S33-4			6	10.7	979.3	981.6	S3	3-4					2.3	2.2	31	31	0		B1-1-P60	
2354	B1-1-P60	2005/10/17	5WW	S39			8	10.7	994.2	999.6	S3	9					5.4	3.8	69	69	0		B1-1-P60	
9573	B1-1-P60	2016/10/26	5WW	S21	FCP-II注聚剖面测井仪	MP38B-CSDC	1	7.9	920.8	923.3	S2	1					2.5	1.9	9.44	13.49			B1-1-P60	
9574	B1-1-P60	2016/10/26	5WW	S22-3	FCP-II注聚剖面测井仪	MP38B-CSDC	2	7.9	928.2	929.37	S2	2-3					1.2	0	4.44	6.34			B1-1-P60	
9575	B1-1-P60	2016/10/26	5WW		FCP-II注聚剖面测井仪	MP38B-CSDC	3	7.9	929.37	931	S2	2-3					1.6	0	5.06	7.23			B1-1-P60	
9576	B1-1-P60	2016/10/26	5WW	S25-7	FCP-II注聚剖面测井仪	MP38B-CSDC	4	7.9	937.2	938.9	S2	5-7					1.7	0	18.19	25.98			B1-1-P60	
9739	B1-1-P60	2016/10/26	5WW		FCP-II注聚剖面测井仪	MP38B-CSDC	5	7.9	938.9	941.5	S2	5-7					2.6	0	9.15	13.07			B1-1-P60	
9740	B1-1-P60	2016/10/26	5WW	S28-9	FCP-II注聚剖面测井仪	MP38B-CSDC	6	7.9	945.8	948.7	S2	8-9					2.9	2	23.72	33.89			B1-1-P60	
10320	B1-1-P60	2017/2/28	5WW	S21	FCP-II注聚剖面测井仪	9#	1	9	920.8	923.3	S2	1					2.5	1.9	11.78	9.06			B1-1-P60	
10321	B1-1-P60	2017/2/28	5WW	S22-3～S22-3	FCP-II注聚剖面测井仪	9#	2	9	928.2	931	S2	2-3		S2	2-3		2.8	2.5	67.57	51.98			B1-1-P60	
10322	B1-1-P60	2017/2/28	5WW	S25+6～S27	FCP-II注聚剖面测井仪	9#	3	9	937.2	939.4	S2	5+6					2.2	2.2	28.43	21.87			B1-1-P60	
10323	B1-1-P60	2017/2/28	5WW	S27	FCP-II注聚剖面测井仪	9#	4	9	939.4	941.5	S2	7					2.1	2.1	22.22	17.09			B1-1-P60	
10559	B1-1-P60	2017/5/17	5WW	S21	FCP-II注聚剖面测井仪	9#	1	11	920.8	922.45	S2	1					1.7	0	23	16.43			B1-1-P60	
10561	B1-1-P60	2017/5/17	5WW	S22-3	FCP-II注聚剖面测井仪	9#	4	11	929.4	931	S2	2-3					1.6	1.6	46.23	33.02			B1-1-P60	
10563	B1-1-P60	2017/5/17	5WW	S27	FCP-II注聚剖面测井仪	9#	6	11	939.4	941.5	S2	7					2.1	2.1	40.56	28.97			B1-1-P60	
10585	B1-1-P60	2017/5/17	5WW		FCP-II注聚剖面测井仪	9#	2	11	922.45	923.3	S2	1					0.9	0	30.21	21.58			B1-1-P60	
12151	B1-1-P60	2019/9/2	5WW	S27	FCP-II注聚剖面测井仪	QY-WY-38-6	5	11.7	939.4	941.5	S2	7					2.1	2.1	6.83	13.65			B1-1-P60	
12152	B1-1-P60	2019/9/2	5WW	S25+6b～S27	FCP-II注聚剖面测井仪	QY-WY-38-6	4	11.7	937.2	939.4	S2	5+6					2.2	2.2	18.79	37.6			B1-1-P60	
12153	B1-1-P60	2019/9/2	5WW	S22A	FCP-II注聚剖面测井仪	QY-WY-38-6	3	11.7	929.4	931	S2	2-3					1.6	1.6	4.2	8.4			B1-1-P60	
12154	B1-1-P60	2019/9/2	5WW	S22b～S22A	FCP-II注聚剖面测井仪	QY-WY-38-6	2	11.7	928.2	929.4	S2	2b					1.2	0.9	7.41	14.82			B1-1-P60	
12155	B1-1-P60	2019/9/2	5WW	S21	FCP-II注聚剖面测井仪	QY-WY-38-6	1	11.7	920.8	923.3	S2	1					2.5	1.9	12.77	25.53			B1-1-P60	
983	B1-1-P62	2003/12/2	502	S210-12-S212-13	过环空找水仪		1	5.72	970	978.6	S2	10-12		S2	12-13		6.6	3.5	37.93	35.78	0		B1-1-P62	
984	B1-1-P62	2003/12/2	502	S214	过环空找水仪		2	5.72	981.6	982	S2	14					0.4	0.4	5.66	5.34	0		B1-1-P62	
985	B1-1-P62	2003/12/2	502	S33-4	过环空找水仪		3	5.72	996.5	998.5	S3	3-4					2	0.9	26.98	25.45	0		B1-1-P62	
986	B1-1-P62	2003/12/2	502	S35+6⑴	过环空找水仪		4	5.72	1000.2	1004	S3	5+6⑴					3.8	2.3	35.44	33.43	0		B1-1-P62	
987	B1-1-P62	2003/4/10	502	"葡Ⅰ4,3"			6	0	1037	1040.8	葡	"4,3"					3.8	1.2	1.22	14.57	0		B1-1-P62	
988	B1-1-P62	2003/4/10	502	萨Ⅱ10-12			1	0	970	974.3	萨	10-12					4.3	3.2	1.01	12.06	0		B1-1-P62	
989	B1-1-P62	2003/4/10	502	萨Ⅱ12-13			2	0	976.3	978.6	萨	12-13					2.3	0.3	2.41	28.64	0		B1-1-P62	
990	B1-1-P62	2003/4/10	502	萨Ⅲ3-4			3	0	996.5	998.5	萨	3-4					2	0.9	3.12	37.19	0		B1-1-P62	
991	B1-1-P62	2003/4/10	502	萨Ⅲ5+6/1			4	0	1000.2	1004	萨	5+6/1					3.8	0	0.46	5.53	0		B1-1-P62	
992	B1-1-P62	2003/4/10	502				5	0	1028.88	1031.08							0	0	0.17	2.01	0		B1-1-P62	
935	B1-1-P66	2003/12/1	502	S214-16	同位素示踪仪		1	6.86	1018.4	1021.7	S2	14-16					3.3	3.2	43.19	57.58	0		B1-1-P66	
936	B1-1-P66	2003/12/1	502	S215+16	同位素示踪仪		2	6.86	1022.8	1024.8	S2	15+16					2	1.5	16.75	22.33	0		B1-1-P66	
937	B1-1-P66	2003/12/1	502	S38	同位素示踪仪		3	6.86	1044.2	1047.6	S3	8		S3	8		3	1.9	15.06	20.08	0		B1-1-P66	
939	B1-1-P66	2001/6/1	5WW	葡Ⅰ1-2			1	15	1060	1063.1	葡	1-2					3.1	7.9	86	50.29	0		B1-1-P66	
940	B1-1-P66	2001/4/26	5WW	葡Ⅰ3			6	10.5	1071.4	1073	葡	3					1.6	3.7	27.1	15.85	0		B1-1-P66	
942	B1-1-P66	2001/6/1	5WW	葡Ⅰ4			2	15	1078	1078.6	葡	4		葡	4		0.6	0	85	49.71	0		B1-1-P66	
944	B1-1-P66	2001/4/26	5WW				3	10.5	1065	1066.9							1.9	0	7	4.09	0		B1-1-P66	
945	B1-1-P66	2001/4/26	5WW				4	10.5	1066.9	1069							2.1	0	78.7	46.02	0		B1-1-P66	
946	B1-1-P66	2001/4/26	5WW				5	10.5	1069	1070.2							1.2	0	11.9	6.96	0		B1-1-P66	
947	B1-1-P66	2001/4/26	5WW				7	10.5	1073	1075.5							2.5	0	46.3	27.08	0		B1-1-P66	
2779	B1-1-P66	2006/8/31	5WW	S215+16			4	11.9	1022.8	1024.8							2	1.5	32	30.8	0		B1-1-P66	
2781	B1-1-P66	2006/8/31	5WW				3	11.9	1020	1021.7							1.7	0	30	28.7	0		B1-1-P66	
2782	B1-1-P66	2006/8/31	5WW	S214-16			2	11.9	1018.4	1020							1.6	3.2	21	20.1	0		B1-1-P66	
2784	B1-1-P66	2006/8/31	5WW	S38			8	11.9	1045	1047.6							2.6	1.6	21	20.4	0		B1-1-P66	
8795	B1-1-P66	2016/4/5	5WW	S25+6～S25+6	FCP-II注聚剖面测井仪	9#	1	11.3	990.5	991.2	S2	5+6					0.7	0	4.56	4.56			B1-1-P66	
8796	B1-1-P66	2016/4/5	5WW	S25+6	FCP-II注聚剖面测井仪	9#	2	11.3	991.2	992.2							1	0.8	20.92	20.92			B1-1-P66	
8797	B1-1-P66	2016/4/5	5WW	S28～S28	FCP-II注聚剖面测井仪	9#	3	11.3	998.1	999.3	S2	8					1.2	0.2	60.92	60.92			B1-1-P66	
8798	B1-1-P66	2016/4/5	5WW	S29～S29	FCP-II注聚剖面测井仪	9#	4	11.3	1002.1	1003.3	S2	9					1.2	0.9	13.6	13.6			B1-1-P66	
8829	B1-1-P66	2015/11/11	5WW	S25+6～S25+6	FCP-II注聚剖面测井仪	9#	1	9.7	990.5	992.2	S2	5+6					1.7	0.8	33.52	42.97			B1-1-P66	
8830	B1-1-P66	2015/11/11	5WW	S27-8	FCP-II注聚剖面测井仪	9#	2	9.7	992.9	995.8	S2	7-8					2.9	2.8	15.12	19.38			B1-1-P66	
8831	B1-1-P66	2015/11/11	5WW	S28～S28	FCP-II注聚剖面测井仪	9#	3	9.7	998.1	999.3	S2	8					1.2	0.2	14.63	18.76			B1-1-P66	
8832	B1-1-P66	2015/11/11	5WW	S29～S29	FCP-II注聚剖面测井仪	9#	4	9.7	1002.1	1003.3	S2	9					1.2	0.9	14.73	18.89			B1-1-P66	
9011	B1-1-P66	2015/8/6	502	S28	同位素五参数组合测井仪	MP38B-115A	1	9.4	998.1	999.3	S2	8					1.2	0.2	75.46	62.88			B1-1-P66	
9012	B1-1-P66	2015/8/6	502	S29	同位素五参数组合测井仪	MP38B-115A	2	9.4	1002.1	1003.3	S2	9					1.2	0.9	44.54	37.12			B1-1-P66	
10017	B1-1-P66	2016/11/6	5WW	S25+6～S25+6	FCP-II注聚剖面测井仪		1	12.6	990.5	992.2	S2	5+6					1.7	0.8	35.51	32.28			B1-1-P66	
10018	B1-1-P66	2016/11/6	5WW	S28～S28	FCP-II注聚剖面测井仪		2	12.6	998.1	999.3	S2	8					1.2	0.2	67.14	61.04			B1-1-P66	
10019	B1-1-P66	2016/11/6	5WW	S29～S29	FCP-II注聚剖面测井仪		3	12.6	1002.1	1003.3	S2	9					1.2	0.9	7.35	6.68			B1-1-P66	
10852	B1-1-P66	2017/9/12	5WW		FCP-II注聚剖面测井仪		2	12.8	982.34	983.99	S2	2-3					1.7	0	6.69	12.17			B1-1-P66	
10853	B1-1-P66	2017/9/12	5WW		FCP-II注聚剖面测井仪		3	12.8	983.99	985	S2	2-3					1	0	2.3	4.18			B1-1-P66	
10854	B1-1-P66	2017/9/12	5WW	S25+6～S25+6	FCP-II注聚剖面测井仪		4	12.8	990.5	991.2	S2	5+6					0.7	0	4.58	8.32			B1-1-P66	
10855	B1-1-P66	2017/9/12	5WW	S25+6	FCP-II注聚剖面测井仪		5	12.8	991.2	992.2							1	0.8	16.74	30.43			B1-1-P66	
10856	B1-1-P66	2017/9/12	5WW	S27-8	FCP-II注聚剖面测井仪		6	12.8	992.9	995.8	S2	7-8					2.9	2.8	12.09	21.99			B1-1-P66	
10857	B1-1-P66	2017/9/12	5WW	S28～S28	FCP-II注聚剖面测井仪		7	12.8	998.1	999.3	S2	8					1.2	0.2	12.6	22.91			B1-1-P66	
11163	B1-1-P66	2018/4/28	5WW	S27-8	FCP-II注聚剖面测井仪	9#	1	12.6	992.9	993.27	S2	7-8					0.4	0	2.65	5			B1-1-P66	
11164	B1-1-P66	2018/4/28	5WW		FCP-II注聚剖面测井仪	9#	2	12.6	993.27	995.8	S2	7-8					2.5	0	1.05	1.98			B1-1-P66	
11165	B1-1-P66	2018/4/28	5WW	S28～S28	FCP-II注聚剖面测井仪	9#	3	12.6	998.1	999.3	S2	8					1.2	0.2	34.24	64.6			B1-1-P66	
11166	B1-1-P66	2018/4/28	5WW	S29～S29	FCP-II注聚剖面测井仪	9#	4	12.6	1002.1	1003.3	S2	9					1.2	0.9	15.06	28.42			B1-1-P66	
11392	B1-1-P66	2018/8/15	5WW	S27-8	FCP-II注聚剖面测井仪	9#	1	12.6	992.9	995.16	S2	7-8					2.3	0	7.64	11.76			B1-1-P66	
11394	B1-1-P66	2018/8/15	5WW	S28～S28	FCP-II注聚剖面测井仪	9#	3	12.6	998.1	999.3	S2	8					1.2	0.2	57.36	88.24			B1-1-P66	
11733	B1-1-P66	2019/4/1	5WW	S29～S29	FCP-II注聚剖面测井仪	9#	4	12.4	1002.1	1003.3	S2	9					1.2	0.9	18.4	30.67			B1-1-P66	
11734	B1-1-P66	2019/4/1	5WW	S28～S28	FCP-II注聚剖面测井仪	9#	3	12.4	998.1	999.3	S2	8					1.2	0.2	33.65	56.08			B1-1-P66	
11736	B1-1-P66	2019/4/1	5WW	S27-8	FCP-II注聚剖面测井仪	9#	1	12.4	992.9	994.01	S2	7-8					1.1	0	7.95	13.25			B1-1-P66	
8222	B1-1-P68	2014/11/11	502	S28-9	五参数组合测井仪	MP38B-YCGW	1	12.6	1024.2	1025.5	S2	8-9					1.3	1.2	74.33	95.3			B1-1-P68	
8223	B1-1-P68	2014/11/11	502	S29	五参数组合测井仪	MP38B-YCGW	2	12.6	1026	1026.6	S2	9					0.6	0.3	3.67	4.7			B1-1-P68	
9003	B1-1-P68	2016/4/6	5WW	S27-8	FCP-II注聚剖面测井仪	9#	1	9	1016.4	1020.7	S2	7-8					4.3	3.5	41.23	41.23			B1-1-P68	
9004	B1-1-P68	2016/4/6	5WW	S28-9	FCP-II注聚剖面测井仪	9#	2	9	1024.2	1025.5	S2	8-9					1.3	1.2	58.77	58.77			B1-1-P68	
9866	B1-1-P68	2016/11/6	5WW	S22-3～S22-3	FCP-II注聚剖面测井仪		1	11.4	1005	1006.2	S2	2-3					1.2	0.6	28.09	22.47			B1-1-P68	
9868	B1-1-P68	2016/11/6	5WW	S27-8	FCP-II注聚剖面测井仪		3	11.4	1016.4	1017.09	S2	7-8					0.7	0	21.7	17.36			B1-1-P68	
9869	B1-1-P68	2016/11/6	5WW		FCP-II注聚剖面测井仪		4	11.4	1017.09	1019.59	S2	7-8					2.5	0	49.95	39.97			B1-1-P68	
9870	B1-1-P68	2016/11/6	5WW		FCP-II注聚剖面测井仪		5	11.4	1019.59	1020.7	S2	7-8					1.1	0	10.64	8.51			B1-1-P68	
9871	B1-1-P68	2016/11/6	5WW	S28-9	FCP-II注聚剖面测井仪		6	11.4	1024.2	1025.5	S2	8-9					1.3	1.2	3.13	2.5			B1-1-P68	
9872	B1-1-P68	2016/11/6	5WW	S29～S29	FCP-II注聚剖面测井仪		7	11.4	1026	1026.6	S2	9		S2	9		0.6	0.3	11.49	9.19			B1-1-P68	
10922	B1-1-P68	2017/9/12	5WW	S21～S21	FCP-II注聚剖面测井仪		1	12.4	997.8	1000.1	S2	1		S2	1		2.3	1.5	6.85	8.56			B1-1-P68	
10923	B1-1-P68	2017/9/12	5WW	S22-3～S22-3	FCP-II注聚剖面测井仪		2	12.4	1005	1006.2	S2	2-3					1.2	0.6	2.94	3.68			B1-1-P68	
10924	B1-1-P68	2017/9/12	5WW	S22-3	FCP-II注聚剖面测井仪		3	12.4	1006.2	1007.2	S2	2-3					1	0.6	4.68	5.85			B1-1-P68	
10925	B1-1-P68	2017/9/12	5WW	S27-8	FCP-II注聚剖面测井仪		4	12.4	1016.4	1017.72	S2	7-8					1.3	0	14.04	17.55			B1-1-P68	
10926	B1-1-P68	2017/9/12	5WW		FCP-II注聚剖面测井仪		5	12.4	1017.72	1019.09	S2	7-8					1.4	0	20.29	25.35			B1-1-P68	
10927	B1-1-P68	2017/9/12	5WW		FCP-II注聚剖面测井仪		6	12.4	1019.09	1020.7	S2	7-8					1.6	0	18.75	23.44			B1-1-P68	
10928	B1-1-P68	2017/9/12	5WW	S28-9	FCP-II注聚剖面测井仪		7	12.4	1024.2	1025.5	S2	8-9					1.3	1.2	4.3	5.38			B1-1-P68	
10929	B1-1-P68	2017/9/12	5WW	S29～S29	FCP-II注聚剖面测井仪		8	12.4	1026	1026.6	S2	9		S2	9		0.6	0.3	8.15	10.19			B1-1-P68	
11112	B1-1-P68	2018/5/14	5WW	S22-3～S22-3	FCP-II注聚剖面测井仪	9#	1	12.8	1005	1006.2	S2	2-3					1.2	0.6	38.1	47.63			B1-1-P68	
11113	B1-1-P68	2018/5/14	5WW	S22-3	FCP-II注聚剖面测井仪	9#	2	12.8	1006.2	1007.2	S2	2-3					1	0.6	41.9	52.37			B1-1-P68	
11672	B1-1-P68	2019/3/27	5WW	S22-3～S22-3	FCP-II注聚剖面测井仪	9#	1	12.4	1005	1006.2	S2	2-3					1.2	0.6	33.52	39.91			B1-1-P68	
11674	B1-1-P68	2019/3/27	5WW	S27-8	FCP-II注聚剖面测井仪	9#	3	12.4	1016.4	1017.19	S2	7-8					0.8	0	50.48	60.09			B1-1-P68	
8594	B1-1-P70	2014/11/1	502	S27-8	五参数组合测井仪		1	13	1042.7	1044.17	S2	7-8					1.5	0	30.8	66.95			B1-1-P70	
8595	B1-1-P70	2014/11/1	502		五参数组合测井仪		2	13	1044.17	1046.2	S2	7-8					2	0	15.2	33.05			B1-1-P70	
1524	B1-20-551	2002/10/16	502	G2*4			1	10.7	1083	1083.8	G2	*4					0.8	0	12.14	6.78	0		B1-20-551	
1525	B1-20-551	2004/6/14	502	G2*5			1	9.6	1084.3	1084.9	G2	*5					0.6	0	0	1.66	0		B1-20-551	
1526	B1-20-551	2002/10/16	502	G2*5-G26			2	10.7	1084.3	1086.4	G2	*5		G2	6		1.1	0	29.11	16.26	0		B1-20-551	
1527	B1-20-551	2002/10/16	502	G212-13			3	10.7	1095.4	1098.6	G2	12-13					3.2	1.6	25.47	14.23	0		B1-20-551	
1528	B1-20-551	2004/6/14	502	G212-13			3	9.6	1095.4	1098.6	G2	12-13					3.2	1.6	0	5.62	0		B1-20-551	
1529	B1-20-551	2002/10/16	502	G214			4	10.7	1099	1100.8	G2	14					1.8	0	31.77	17.75	0		B1-20-551	
1530	B1-20-551	2004/6/14	502	G214			4	9.6	1099	1100.8	G2	14					1.8	0.5	0	22.86	0		B1-20-551	
1531	B1-20-551	2004/6/14	502	G216			5	9.6	1105	1107.6	G2	16		G2	16		2.6	1.1	0	11.97	0		B1-20-551	
1532	B1-20-551	2002/10/16	502	G217-18			5	10.7	1109.2	1112.7	G2	17-18					3.5	0.5	32.99	18.43	0		B1-20-551	
1533	B1-20-551	2004/6/14	502	G217-18			6	9.6	1109.2	1112.7	G2	17-18		G2	17-18		3.5	0.5	0	10.89	0		B1-20-551	
1534	B1-20-551	2002/10/16	502	G219			6	10.7	1114.2	1117	G2	19					2.8	1.5	30.07	16.8	0		B1-20-551	
1535	B1-20-551	2002/10/16	502	G220-21			7	10.7	1121.2	1124.8	G2	20-21					3.6	0.3	6.55	3.66	0		B1-20-551	
1536	B1-20-551	2002/10/16	502	G224-25-G225			8	10.7	1130	1134.5	G2	24-25		G2	25		4	0.6	10.92	6.1	0		B1-20-551	
1537	B1-20-551	2004/6/14	502	G26			2	9.6	1085.9	1086.4	G2	6					0.5	0	0	6.27	0		B1-20-551	
2375	B1-20-551	2005/7/25	502	"G21-2,*2"			1	11	1076.6	1080.3	G2	"1-2,*2"					3.7	1.8	0	13.96	0		B1-20-551	
2376	B1-20-551	2005/7/25	502	G23			2	11	1081.3	1081.8	G2	3					0.5	0	0	6.83	0		B1-20-551	
2377	B1-20-551	2005/7/25	502	G212-13			3	11	1095.4	1098.6	G2	12-13					3.2	1.6	0	15.4	0		B1-20-551	
2378	B1-20-551	2005/7/25	502	G217-18			6	11	1109.2	1112.7	G2	17-18		G2	17-18		3.5	0.5	0	17.9	0		B1-20-551	
2379	B1-20-551	2005/7/25	502	G216			5	11	1105	1107.6	G2	16		G2	16		2.6	1.1	0	19.25	0		B1-20-551	
2380	B1-20-551	2005/7/25	502	G214			4	11	1099	1100.8	G2	14					1.8	0.5	0	16.07	0		B1-20-551	
2381	B1-20-551	2005/7/25	502	G219			7	11	1114.2	1117	G2	19		G2	19		2.8	1.5	0	10.59	0		B1-20-551	
2989	B1-20-551	2004/6/14	502	G219			7	9.6	1114.2	1117	G2	19		G2	19		2.8	1.5	0	40.74	0		B1-20-551	
3717	B1-20-551	2007/9/19	502	"G2*2,1-2"			1	10.1	1076.6	1080.3	G2	"*2,1-2"					3.7	0	13	12.8	0		B1-20-551	
3718	B1-20-551	2007/9/19	502	G214			5	10.1	1095.4	1100.8	G2	12-13		G2	14		5.4	0.9	14	13.06	0		B1-20-551	
3719	B1-20-551	2007/9/19	502	G220-21			8	10.1	1121.2	1124.8	G2	20-21					3.6	0	15	14.16	0		B1-20-551	
3720	B1-20-551	2007/9/19	502	G210			3	10.1	1089.2	1093.2	G2	"*9,8"		G2	10		4	0.3	4	3.96	0		B1-20-551	
3721	B1-20-551	2007/9/19	502	G26			2	10.1	1085.9	1086.4	G2	6					0.5	1.3	4	3.69	0		B1-20-551	
3722	B1-20-551	2007/9/19	502	G217-18			7	10.1	1109.2	1112.7	G2	17-18					3.5	1	17	16.24	0		B1-20-551	
3723	B1-20-551	2007/9/19	502	G216			6	10.1	1105	1107.6	G2	16					2.6	0.2	4	4.51	0		B1-20-551	
3724	B1-20-551	2007/9/19	502	G211			4	10.1	1094	1094.6	G2	11					0.6	1.6	3	3.43	0		B1-20-551	
3725	B1-20-551	2007/9/19	502	G225			10	10.1	1133.9	1134.5							0.6	0	0	0.79	0		B1-20-551	
3726	B1-20-551	2007/9/19	502	G224-25			9	10.1	1126.7	1133.4	G2	23		G2	24-25		6.7	0.6	29	27.37	0		B1-20-551	
4328	B1-20-551	2008/11/7	502	G1*1	五参数组合测井仪	MP38-85E	1	9.5	1027.2	1027.5	G1	*1		G1	*1		0.3	0	4	5.2	0		B1-20-551	
4329	B1-20-551	2008/11/7	502	G1*8	五参数组合测井仪	MP38-85E	4	9.5	1042.7	1045.1	G1	*8		G1	9		2.4	0	4	4.9	0		B1-20-551	
4330	B1-20-551	2008/11/7	502	G118	五参数组合测井仪	MP38-85E	5	9.5	1066.2	1068.5	G1	18		G1	18		2.3	0	5	6.1	0		B1-20-551	
4331	B1-20-551	2008/11/7	502	G1*6+7	五参数组合测井仪	MP38-85E	2	9.5	1038.6	1039.6	G1	*6+7					1	0	6	7.52	0		B1-20-551	
4332	B1-20-551	2008/11/7	502	G26	五参数组合测井仪	MP38-85E	8	9.5	1085.9	1086.4	G2	6					0.5	0	2	3.04	0		B1-20-551	
4333	B1-20-551	2008/11/7	502	G224	五参数组合测井仪	MP38-85E	16	9.5	1128.6	1133.4	G2	24		G2	24-25		4.8	0.6	5	6.63	0		B1-20-551	
4334	B1-20-551	2008/11/7	502	G120	五参数组合测井仪	MP38-85E	7	9.5	1073.4	1074.6	G1	20					1.2	0.4	10	12.03	0		B1-20-551	
4335	B1-20-551	2008/11/7	502	"G29,8"	五参数组合测井仪	MP38-85E	9	9.5	1089.2	1091.7	G2	"9,8"					2.5	0.2	3	3.41	0		B1-20-551	
4336	B1-20-551	2008/11/7	502	G210	五参数组合测井仪	MP38-85E	10	9.5	1092.4	1093.2	G2	10					0.8	0.3	2	2.59	0		B1-20-551	
4337	B1-20-551	2008/11/7	502	G212-13	五参数组合测井仪	MP38-85E	11	9.5	1095.4	1098.6	G2	12-13					3.2	1.6	9	11.06	0		B1-20-551	
4338	B1-20-551	2008/11/7	502	G214	五参数组合测井仪	MP38-85E	12	9.5	1099	1100.8	G2	14					1.8	0.5	5	6.54	0		B1-20-551	
4339	B1-20-551	2008/11/7	502	G215	五参数组合测井仪	MP38-85E	13	9.5	1103	1104	G2	15					1	0.4	3	3.61	0		B1-20-551	
4340	B1-20-551	2008/11/7	502	G220-21	五参数组合测井仪	MP38-85E	14	9.5	1121.2	1124.8	G2	20-21					3.6	0.3	14	16.05	0		B1-20-551	
4341	B1-20-551	2008/11/7	502	G223	五参数组合测井仪	MP38-85E	15	9.5	1126.7	1128	G2	23					1.3	0	3	3.6	0		B1-20-551	
4342	B1-20-551	2008/11/7	502	G225	五参数组合测井仪	MP38-85E	17	9.5	1133.9	1134.5	G2	25					0.6	0	2	2.55	0		B1-20-551	
4343	B1-20-551	2008/11/7	502	G118-19	五参数组合测井仪	MP38-85E	6	9.5	1069.6	1071.4	G1	18-19					1.8	1.6	2	2.87	0		B1-20-551	
4344	B1-20-551	2008/11/7	502	G1*8	五参数组合测井仪	MP38-85E	3	9.5	1041.4	1041.6	G1	*8					0.2	0	2	2.3	0		B1-20-551	
5228	B1-20-551	2009/10/13	502	G212-13	五参数组合测井仪	MP38-125E	17	12.7	1095.4	1098.6	G2	12-13					3.2	1.6	8.73	6.06	0		B1-20-551	
5229	B1-20-551	2009/10/13	502	G224-25	五参数组合测井仪	MP38-125E	20	12.7	1130	1133.4	G2	24-25					3.4	0.3	13.25	9.2	0		B1-20-551	
5230	B1-20-551	2009/10/13	502	G11	五参数组合测井仪	MP38-125E	1	12.7	1025.3	1027.5	G1	1		G1	*1		2.2	0.4	3.97	2.76	0		B1-20-551	
5231	B1-20-551	2009/10/13	502	G14+5	五参数组合测井仪	MP38-125E	2	12.7	1033.2	1035.4	G1	4+5					2.2	0	2.38	1.65	0		B1-20-551	
