RN	JH	CSRQ	JCDM	CW	YQMC	YQXH	JSXH	ZRYL	JDDS1	JDDS2	YCZMC	XCH	XFCH	DYCZMC	DXCH	DXFCH	HD	YXHD	ZRL	ZRBFS	TZBZ	BZ	HZJH	CH
679	B1-D2-F74	2004/8/10	502	G18-9			14	13.2	1193.4	1195.9	G1	8-9					2.5	0.6	0	1.69	0		B1-D2-F74	
680	B1-D2-F74	2004/8/10	502	P15			4	13.2	1136.4	1137.2	P1	5					0.8	0	0	23.45	0		B1-D2-F74	
681	B1-D2-F74	2004/8/10	502	P17			5	13.2	1142.5	1145.2	P1	7					2.7	0	0	1.48	0		B1-D2-F74	
682	B1-D2-F74	2004/8/10	502	P21-P25			6	13.2	1147	1159.7	P2	1		P2	5		2.3	0.5	0	17.81	0		B1-D2-F74	
683	B1-D2-F74	2004/8/10	502	P210			10	13.2	1170.8	1173	P2	10					2.2	1.1	0	5.05	0		B1-D2-F74	
684	B1-D2-F74	2004/8/10	502	P210			12	13.2	1174.8	1175.5	P2	10					0.7	0.4	0	4.89	0		B1-D2-F74	
685	B1-D2-F74	2004/8/10	502	P210			11	13.2	1173.8	1174.4	P2	10					0.6	0.3	0	2.12	0		B1-D2-F74	
686	B1-D2-F74	2004/8/10	502	P25			7	13.2	1160.6	1162	P2	5					1.4	1.2	0	9	0		B1-D2-F74	
687	B1-D2-F74	2004/8/10	502	P28			8	13.2	1166.7	1167.7	P2	8					1	0	0	3.29	0		B1-D2-F74	
688	B1-D2-F74	2004/8/10	502	P29			9	13.2	1169.2	1170.3	P2	9					1.1	0	0	1.74	0		B1-D2-F74	
689	B1-D2-F74	2004/8/10	502	S35+6			1	13.2	1095	1096.5	S3	5+6					1.5	0	0	2.33	0		B1-D2-F74	
690	B1-D2-F74	2004/8/10	502	S37			2	13.2	1099.6	1100.1	S3	7					0.5	0.5	0	0.94	0		B1-D2-F74	
691	B1-D2-F74	2004/8/10	502	S39-10			3	13.2	1107.2	1110.8	S3	9-10					3.6	2.8	0	6.98	0		B1-D2-F74	
692	B1-D2-F74	2004/3/19	502	Ⅱ*1			4	13.7	1147	1148.4	Ⅱ						1.4	0	0.06	1.72	0		B1-D2-F74	
693	B1-D2-F74	2002/3/9	502	Ⅱ*110			7	14	1173.8	1174.4	Ⅱ	10					0.6	0.3	0.08	1.3	0		B1-D2-F74	
694	B1-D2-F74	2004/3/19	502	Ⅱ*110			7	13.7	1170.8	1173	Ⅱ	10					2.2	30	0.09	2.81	0		B1-D2-F74	
695	B1-D2-F74	2004/3/19	502	Ⅱ*110			8	13.7	1173.8	1174.4	Ⅱ	10					0.6	0.3	0.06	1.72	0		B1-D2-F74	
696	B1-D2-F74	2004/3/19	502	Ⅱ*110			9	13.7	1174.8	1175.5	Ⅱ	10					0.7	0.4	0.35	10.91	0		B1-D2-F74	
697	B1-D2-F74	2002/3/9	502	Ⅱ*15			4	14	1158.8	1159.8	Ⅱ	5					1	0.5	0.39	6.33	0		B1-D2-F74	
698	B1-D2-F74	2004/3/19	502	Ⅱ*15			5	13.7	1158.8	1159.8	Ⅱ	5					1	0.5	0.04	1.1	0		B1-D2-F74	
699	B1-D2-F74	2002/3/9	502	Ⅱ*15-6			5	14	1160.6	1162	Ⅱ	5-6					1.4	1.2	0.4	6.52	0		B1-D2-F74	
700	B1-D2-F74	2004/3/19	502	Ⅱ*15-6			6	13.7	1160.6	1162	Ⅱ	5-6					1.4	1.2	0.59	18.53	0		B1-D2-F74	
701	B1-D2-F74	2002/3/9	502	Ⅲ5+7			1	14	1099.6	1100.2	Ⅲ	7					0.6	0.5	0.03	0.56	0		B1-D2-F74	
702	B1-D2-F74	2002/3/9	502	Ⅲ5+9-10			2	14	1107.2	1110.8	Ⅲ	9-10					3.6	2.8	1.31	21.42	0		B1-D2-F74	
722	B1-D2-F74	2002/3/9	502	高Ⅰ1-5			8	14	1178.4	1187.2	高	1-5					8.8	7.1	1.5	24.58	0		B1-D2-F74	
723	B1-D2-F74	2004/3/19	502	高Ⅰ1-5			10	13.7	1178.4	1187.2	高	1-5					8.8	7.1	1.55	48.52	0		B1-D2-F74	
724	B1-D2-F74	2002/3/9	502	高Ⅰ8-9-高Ⅰ*9			9	14	1193.4	1196.7	高	8-9		高	*9		2.9	0.6	0.69	11.36	0		B1-D2-F74	
725	B1-D2-F74	2002/3/9	502	葡Ⅰ*7			3	14	1142.5	1145.2	葡	*7					2.7	0	0.83	13.59	0		B1-D2-F74	
726	B1-D2-F74	2004/3/19	502	葡Ⅰ*7			3	13.7	1142.5	1145.2	葡	*7					2.7	0	0.22	6.86	0		B1-D2-F74	
727	B1-D2-F74	2004/3/19	502	葡Ⅰ5			2	13.7	1137.8	1138.4	葡	5					0.6	0.3	0.02	0.75	0		B1-D2-F74	
1892	B1-D2-F74	2005/6/21	502	P210			8	13.7	1174.8	1175.5	P2	10					0.7	0.4	0	16.2	0		B1-D2-F74	
1893	B1-D2-F74	2005/6/21	502	G11-5			9	13.7	1178.4	1187.2	G1	1-5					8.8	7.1	0	15.16	0		B1-D2-F74	
2004	B1-D2-F74	2005/6/21	502	P15			1	13.7	1136.4	1137.2	P1	5					0.8	0	0	15.16	0		B1-D2-F74	
2005	B1-D2-F74	2005/6/21	502	P21			2	13.7	1147	1148.4	P2	1					1.4	0	0	3.48	0		B1-D2-F74	
2006	B1-D2-F74	2005/6/21	502	P25			3	13.7	1158.8	1159.7	P2	5					0.9	0.5	0	12.9	0		B1-D2-F74	
2007	B1-D2-F74	2005/6/21	502	P25			4	13.7	1160.6	1162	P2	5					1.4	1.2	0	19.21	0		B1-D2-F74	
2008	B1-D2-F74	2005/6/21	502	P28			5	13.7	1166.7	1167.7	P2	8					1	0	0	1.41	0		B1-D2-F74	
2009	B1-D2-F74	2005/6/21	502	P29-P210			6	13.7	1169.2	1173	P2	9		P2	10		3.3	1.1	0	13.56	0		B1-D2-F74	
2010	B1-D2-F74	2005/6/21	502	P210			7	13.7	1173.8	1174.4	P2	10					0.6	0.3	0	2.92	0		B1-D2-F74	
2959	B1-D2-F74	2002/3/9	502	Ⅱ*19-Ⅱ*110			6	14	1169.2	1173	Ⅱ	9		Ⅱ	10		3.2	30	0.87	14.34	0		B1-D2-F74	
2960	B1-D2-F74	2004/3/19	502	葡Ⅰ5			1	13.7	1136.4	1137.2	葡	5					0.8	0	0.23	7.07	0		B1-D2-F74	
3139	B1-D2-F74	2006/10/10	502	"S214B,14A"			1	13.4	1072.9	1074.4	S2	"14B,14A"					1.5	0.3	0.16	3.14	0		B1-D2-F74	
3140	B1-D2-F74	2006/10/10	502	P2*1			6	13.4	1147	1148.4	P2	*1					1.4	0	0.45	9.04	0		B1-D2-F74	
3141	B1-D2-F74	2006/10/10	502	G1*8-9			13	13.4	1193.4	1195.9	G1	*8-9					2.5	0.6	0.39	7.76	0		B1-D2-F74	
3142	B1-D2-F74	2006/10/10	502	P25			7	13.4	1158.8	1159.8	P2	5					1	0.5	0.27	5.38	0		B1-D2-F74	
3143	B1-D2-F74	2006/10/10	502	P25-6			8	13.4	1160.6	1162	P2	5-6					1.4	1.2	0.13	2.69	0		B1-D2-F74	
3144	B1-D2-F74	2006/10/10	502	P2*8			9	13.4	1166.7	1167.7	P2	*8					1	0	0.13	2.56	0		B1-D2-F74	
3145	B1-D2-F74	2006/10/10	502	"P29-P210A,*10A"			10	13.4	1169.2	1173	P2	9		P2	"10A,*10A"		3.2	0.8	0.62	12.44	0		B1-D2-F74	
3146	B1-D2-F74	2006/10/10	502	"G11-5,*1-5,6+7"			11	13.4	1178.4	1187.2	G1	"1-5,*1-5,6+7"					8.8	1.4	1.11	22.24	0		B1-D2-F74	
3147	B1-D2-F74	2006/10/10	502	G18			12	13.4	1191.6	1192.2	G1	8					0.6	0.5	0.25	5.06	0		B1-D2-F74	
3148	B1-D2-F74	2006/10/10	502	G1*9			14	13.4	1196.3	1196.7	G1	*9					0.4	0	0.36	7.12	0		B1-D2-F74	
3149	B1-D2-F74	2006/10/10	502	S215+16			2	13.4	1075.7	1078.6	S2	15+16					2.9	2.9	0.31	6.28	0		B1-D2-F74	
3150	B1-D2-F74	2006/10/10	502	P1*7			5	13.4	1142.5	1145.2	P1	*7					2.7	0	0.42	8.46	0		B1-D2-F74	
3151	B1-D2-F74	2006/10/10	502	P15B			4	13.4	1137.8	1138.4	P1	5B					0.6	0.3	0.19	3.78	0		B1-D2-F74	
3152	B1-D2-F74	2006/10/10	502	P15A			3	13.4	1136.4	1137.2	P1	5A					0.8	0	0.2	4.04	0		B1-D2-F74	
4028	B1-D2-F74	2008/3/16	502	S215+16	SMP300	241301	1	13.54	1075.7	1078.6	S2	15+16					2.9	0	4	3.46	0		B1-D2-F74	
4029	B1-D2-F74	2008/3/16	502	P210C	SMP300	241301	12	13.54	1174.8	1175.5	P2	10C					0.7	1.4	13	10.52	0		B1-D2-F74	
4030	B1-D2-F74	2008/3/16	502	S37	SMP300	241301	3	13.54	1099.6	1100.2	S3	7					0.6	2.8	4	3.58	0		B1-D2-F74	
4031	B1-D2-F74	2008/3/16	502	P210B	SMP300	241301	11	13.54	1173.8	1174.4	P2	10B					0.6	0.4	1	1.17	0		B1-D2-F74	
4032	B1-D2-F74	2008/3/16	502	P29	SMP300	241301	9	13.54	1169.2	1170.2	P2	9					1	0.8	3	2.46	0		B1-D2-F74	
4033	B1-D2-F74	2008/3/16	502	P2*1	SMP300	241301	7	13.54	1147	1148.4	P2	*1					1.4	0.5	7	5.45	0		B1-D2-F74	
4034	B1-D2-F74	2008/3/16	502	P15A	SMP300	241301	5	13.54	1136.4	1137.2	P1	5A					0.8	0.3	1	1.11	0		B1-D2-F74	
4035	B1-D2-F74	2008/3/16	502	G1*9	SMP300	241301	16	13.54	1196.3	1196.7							0.4	0	8	6.69	0		B1-D2-F74	
4036	B1-D2-F74	2008/3/16	502	S35+6A	SMP300	241301	2	13.54	1095	1096.5	S3	5+6A					1.5	0	2	1.75	0		B1-D2-F74	
4037	B1-D2-F74	2008/3/16	502	"G11-5,*1-5,6+7"	SMP300	241301	13	13.54	1178.4	1187.2	G1	"1-5,*1-5,6+7"					8.8	0.5	29	22.71	0		B1-D2-F74	
4038	B1-D2-F74	2008/3/16	502	G18	SMP300	241301	14	13.54	1191.6	1192.2	G1	8					0.6	0.6	2	2.1	0		B1-D2-F74	
4039	B1-D2-F74	2008/3/16	502	G1*8-9	SMP300	241301	15	13.54	1193.4	1195.9	G1	*8-9					2.5	0	10	7.82	0		B1-D2-F74	
4040	B1-D2-F74	2008/3/16	502	S39-10	SMP300	241301	4	13.54	1107.2	1110.8	S3	9-10					3.6	0	6	4.78	0		B1-D2-F74	
4041	B1-D2-F74	2008/3/16	502	P1*7	SMP300	241301	6	13.54	1142.5	1145.2	P1	*7					2.7	0	17	13.6	0		B1-D2-F74	
4042	B1-D2-F74	2008/3/16	502	P2*8	SMP300	241301	8	13.54	1166.7	1167.7	P2	*8					1	0	3	2.38	0		B1-D2-F74	
4043	B1-D2-F74	2008/3/16	502	"P210A,*10A"	SMP300	241301	10	13.54	1170.8	1173	P2	"10A,*10A"					2.2	0.3	13	10.44	0		B1-D2-F74	
5447	B1-D2-F74	2010/4/22	502	P15	五参数组合测井仪	MP38-85-CSL	1	13	1136.4	1137.2	P1	5					0.8	0	7.32	6.65	0		B1-D2-F74	
5448	B1-D2-F74	2010/4/22	502	P210	五参数组合测井仪	MP38-85-CSL	6	13	1170.8	1173	P2	10					2.2	0.3	12.9	11.73	0		B1-D2-F74	
5449	B1-D2-F74	2010/4/22	502	G18	五参数组合测井仪	MP38-85-CSL	8	13	1191.6	1192.2	G1	8					0.6	0	11.91	10.83	0		B1-D2-F74	
5450	B1-D2-F74	2010/4/22	502	G18-9	五参数组合测井仪	MP38-85-CSL	9	13	1193.4	1195.9	G1	8-9					2.5	0	20.94	19.04	0		B1-D2-F74	
5451	B1-D2-F74	2010/4/22	502	G1*    9	五参数组合测井仪	MP38-85-CSL	10	13	1196.3	1196.7	G1	*    9					0.4	0	10.42	9.47	0		B1-D2-F74	
5452	B1-D2-F74	2010/4/22	502	P2*    1	五参数组合测井仪	MP38-85-CSL	4	13	1147	1148.4	P2	*    1					1.4	0	13.97	12.7	0		B1-D2-F74	
5453	B1-D2-F74	2010/4/22	502	P15	五参数组合测井仪	MP38-85-CSL	2	13	1137.8	1138.4	P1	5					0.6	0.3	2.98	2.71	0		B1-D2-F74	
5454	B1-D2-F74	2010/4/22	502	P1*    7	五参数组合测井仪	MP38-85-CSL	3	13	1142.5	1145.2	P1	*    7					2.7	0	11.1	10.09	0		B1-D2-F74	
5455	B1-D2-F74	2010/4/22	502	G11-5	五参数组合测井仪	MP38-85-CSL	7	13	1178.4	1187.2	G1	1-5					8.8	7.1	15.71	14.28	0		B1-D2-F74	
5456	B1-D2-F74	2010/4/22	502	P28	五参数组合测井仪	MP38-85-CSL	5	13	1166.7	1167.7	P2	8					1	0	2.76	2.51	0		B1-D2-F74	
8090	B1-D2-F74	2014/7/27	502	S212	五参数组合测井仪	MP38B-YCGW	1	13.4	1067.4	1068.2	S2	12					0.8	0.6	27.15	12.51			B1-D2-F74	
8091	B1-D2-F74	2014/7/27	502	S39-10	五参数组合测井仪	MP38B-YCGW	2	13.4	1107.2	1109.37	S3	9-10					2.2	0	9.81	4.52			B1-D2-F74	
8092	B1-D2-F74	2014/7/27	502		五参数组合测井仪	MP38B-YCGW	3	13.4	1109.37	1110.8	S3	9-10					1.4	0	18.36	8.46			B1-D2-F74	
8093	B1-D2-F74	2014/7/27	502	P15	五参数组合测井仪	MP38B-YCGW	4	13.4	1136.4	1137.2	P1	5					0.8	0	8.44	3.89			B1-D2-F74	
8094	B1-D2-F74	2014/7/27	502	P15	五参数组合测井仪	MP38B-YCGW	5	13.4	1137.8	1138.4	P1	5					0.6	0.3	1.65	0.76			B1-D2-F74	
8095	B1-D2-F74	2014/7/27	502	P1*    7	五参数组合测井仪	MP38B-YCGW	6	13.4	1142.5	1145.2	P1	*    7					2.7	0	1.76	0.81			B1-D2-F74	
8096	B1-D2-F74	2014/7/27	502	P2*    1	五参数组合测井仪	MP38B-YCGW	7	13.4	1147	1148.4	P2	*    1					1.4	0	14.28	6.58			B1-D2-F74	
8097	B1-D2-F74	2014/7/27	502	P25	五参数组合测井仪	MP38B-YCGW	8	13.4	1158.8	1159.8	P2	5					1	0.5	30.71	14.15			B1-D2-F74	
8098	B1-D2-F74	2014/7/27	502	P25-6	五参数组合测井仪	MP38B-YCGW	9	13.4	1160.6	1162	P2	5-6					1.4	1.2	45.87	21.15			B1-D2-F74	
8099	B1-D2-F74	2014/7/27	502	P28	五参数组合测井仪	MP38B-YCGW	10	13.4	1166.7	1167.7	P2	8					1	0	13.11	6.04			B1-D2-F74	
8100	B1-D2-F74	2014/7/27	502	P29	五参数组合测井仪	MP38B-YCGW	11	13.4	1169.2	1170.2	P2	9					1	0	2.39	1.1			B1-D2-F74	
8101	B1-D2-F74	2014/7/27	502	P210	五参数组合测井仪	MP38B-YCGW	12	13.4	1170.8	1173	P2	10					2.2	0.3	18.49	8.52			B1-D2-F74	
8102	B1-D2-F74	2014/7/27	502	G18-9～G1*    9	五参数组合测井仪	MP38B-YCGW	13	13.4	1193.4	1196.7	G1	8-9		G1	*    9		3.3	0	24.98	11.51			B1-D2-F74	
9673	B1-D2-F74	2016/10/18	502				12	13.8	1171.58	1173	P2	10					1.4	0	25.92	19.65			B1-D2-F74	
9674	B1-D2-F74	2016/10/18	502	G18-9			13	13.8	1193.4	1195.9	G1	8-9					2.5	0	5.41	4.1			B1-D2-F74	
9675	B1-D2-F74	2016/10/18	502	S35+6			1	13.8	1095	1095.8	S3	5+6					0.8	0	2.02	1.53			B1-D2-F74	
9676	B1-D2-F74	2016/10/18	502				2	13.8	1095.8	1096.5	S3	5+6					0.7	0	1.12	0.85			B1-D2-F74	
9677	B1-D2-F74	2016/10/18	502	S37			3	13.8	1099.6	1100.2	S3	7					0.6	0.5	8.36	6.33			B1-D2-F74	
9678	B1-D2-F74	2016/10/18	502	S39-10			4	13.8	1107.2	1108.63	S3	9-10					1.4	0	1.8	1.36			B1-D2-F74	
9679	B1-D2-F74	2016/10/18	502				5	13.8	1108.63	1110.8	S3	9-10					2.2	0	3.93	2.98			B1-D2-F74	
9680	B1-D2-F74	2016/10/18	502	P15			6	13.8	1136.4	1137.2	P1	5					0.8	0	4.41	3.34			B1-D2-F74	
9681	B1-D2-F74	2016/10/18	502	P1*    7			7	13.8	1142.5	1145.2	P1	*    7					2.7	0	21.28	16.12			B1-D2-F74	
9682	B1-D2-F74	2016/10/18	502	P2*    1			8	13.8	1147	1148.4	P2	*    1					1.4	0	22.22	16.83			B1-D2-F74	
9683	B1-D2-F74	2016/10/18	502	P28			9	13.8	1166.7	1167.7	P2	8					1	0	13.23	10.02			B1-D2-F74	
9684	B1-D2-F74	2016/10/18	502	P29			10	13.8	1169.2	1170.2	P2	9					1	0	12.29	9.31			B1-D2-F74	
9685	B1-D2-F74	2016/10/18	502	P210			11	13.8	1170.8	1171.58	P2	10					0.8	0	10.01	7.58			B1-D2-F74	
12134	B1-D2-F74	2019/11/7	502				9	12.4	1181.73	1187.2	G1	1-5					5.5	0	48.98	44.53			B1-D2-F74	
12136	B1-D2-F74	2019/11/7	502	P210			7	12.4	1174.8	1175.5	P2	10					0.7	0.4	3.39	3.08			B1-D2-F74	
12137	B1-D2-F74	2019/11/7	502	P210			6	12.4	1170.8	1173	P2	10					2.2	0.3	16.29	14.81			B1-D2-F74	
12138	B1-D2-F74	2019/11/7	502	P25-6			5	12.4	1160.6	1162	P2	5-6					1.4	1.2	11.77	10.7			B1-D2-F74	
12139	B1-D2-F74	2019/11/7	502	P25			4	12.4	1158.8	1159.8	P2	5					1	0.5	4.81	4.37			B1-D2-F74	
12140	B1-D2-F74	2019/11/7	502	P1*    7			3	12.4	1142.5	1145.2	P1	*    7					2.7	0	10.05	9.14			B1-D2-F74	
12141	B1-D2-F74	2019/11/7	502	S215+16			2	12.4	1075.7	1078.6	S2	15+16					2.9	2.9	11.98	10.89			B1-D2-F74	
12142	B1-D2-F74	2019/11/7	502	"S214,14"			1	12.4	1072.9	1074.4	S2	"14,14"					1.5	0.3	2.73	2.48			B1-D2-F74	
603	B1-D2-P53	2003/10/15	5WW	S210-12			2	11.74	904.05	906.03	S2	10-12					2	0	86	47.78	0		B1-D2-P53	
604	B1-D2-P53	2003/10/15	5WW	S210-12			3	11.74	906.03	909.05	S2	10-12					3	0	94	52.22	0		B1-D2-P53	
2013	B1-D2-P53	2005/9/20	5WW	S210-12		PL2000	1	6.7	903.1	904	S2	10-12					0.9	7.3	13.2	10.15	0		B1-D2-P53	
2014	B1-D2-P53	2005/9/20	5WW			PL2000	2	6.7	904	906							2	0	60.4	46.46	0		B1-D2-P53	
2021	B1-D2-P53	2005/9/20	5WW			PL2000	9	6.7	920	922.2							2.2	0	18.6	14.31	0		B1-D2-P53	
2024	B1-D2-P53	2005/9/20	5WW			PL2000	3	6.7	906	907.5							1.5	0	37.8	29.08	0		B1-D2-P53	
7898	B1-D2-P53	2013/11/22	502		Exceed	西安斯坦五参数	2	6.4	889.38	890.33							1	0.4	10.39	5.47			B1-D2-P53	
7899	B1-D2-P53	2013/11/22	502		Exceed	西安斯坦五参数	3	6.4	890.8	897							6.2	0	65.61	34.53			B1-D2-P53	
7900	B1-D2-P53	2013/11/22	502		Exceed	西安斯坦五参数	4	6.4	897.73	899.18							1.5	0	10.68	5.62			B1-D2-P53	
7901	B1-D2-P53	2013/11/22	502	S214-16	Exceed	西安斯坦五参数	5	6.4	917.2	925.2							8	6.3	20.73	10.91			B1-D2-P53	
7902	B1-D2-P53	2013/11/22	502		Exceed	西安斯坦五参数	1	6.4	877.95	879.7							1.8	0	82.57	43.46			B1-D2-P53	
8632	B1-D2-P53	2016/3/31	5WW	S21	FCP-II注聚剖面测井仪	9#	1	11.9	872.2	874.7	S2	1					2.5	2.5	3.87	7.31			B1-D2-P53	
8633	B1-D2-P53	2016/3/31	5WW	S22-3	FCP-II注聚剖面测井仪	9#	2	11.9	875.9	877.94	S2	2-3					2	0	10.59	19.98			B1-D2-P53	
8634	B1-D2-P53	2016/3/31	5WW		FCP-II注聚剖面测井仪	9#	3	11.9	877.94	879.74	S2	2-3					1.8	0	10.1	19.05			B1-D2-P53	
8635	B1-D2-P53	2016/3/31	5WW		FCP-II注聚剖面测井仪	9#	4	11.9	879.74	881.19	S2	2-3					1.5	0	2.67	5.04			B1-D2-P53	
8636	B1-D2-P53	2016/3/31	5WW		FCP-II注聚剖面测井仪	9#	5	11.9	881.19	883.3	S2	2-3					2.1	0	8.73	16.48			B1-D2-P53	
8637	B1-D2-P53	2016/3/31	5WW	S27-8	FCP-II注聚剖面测井仪	9#	6	11.9	891.2	893.52	S2	7-8					2.3	0	2.05	3.86			B1-D2-P53	
8638	B1-D2-P53	2016/3/31	5WW		FCP-II注聚剖面测井仪	9#	7	11.9	893.52	895.27	S2	7-8					1.8	0	7.96	15.01			B1-D2-P53	
8639	B1-D2-P53	2016/3/31	5WW		FCP-II注聚剖面测井仪	9#	8	11.9	895.27	896.47	S2	7-8					1.2	0	3.35	6.33			B1-D2-P53	
8640	B1-D2-P53	2016/3/31	5WW		FCP-II注聚剖面测井仪	9#	9	11.9	896.47	897.1	S2	7-8					0.6	0	3.68	6.94			B1-D2-P53	
8726	B1-D2-P53	2015/11/16	5WW	S27-8～S27-8	FCP-II注聚剖面测井仪	9#	3	9.7	891.2	892.9	S2	7-8					1.7	1.4	32.04	29.13			B1-D2-P53	
8727	B1-D2-P53	2015/11/16	5WW	S27-8	FCP-II注聚剖面测井仪	9#	4	9.7	892.9	897.1							4.2	4.1	29.07	26.43			B1-D2-P53	
8728	B1-D2-P53	2015/11/16	5WW	S22-3～S22-3	FCP-II注聚剖面测井仪	9#	1	9.7	875.9	880.2	S2	2-3					4.3	3.1	48.89	44.44			B1-D2-P53	
9801	B1-D2-P53	2016/11/7	5WW	S21	FCP-II注聚剖面测井仪	9#	1	8.5	872.2	874.7	S2	1					2.5	2.5	7.15	7.15			B1-D2-P53	
9802	B1-D2-P53	2016/11/7	5WW		FCP-II注聚剖面测井仪	9#	3	8.5	878.55	879.37	S2	2-3					0.8	0	6.36	6.36			B1-D2-P53	
9803	B1-D2-P53	2016/11/7	5WW	S22-3	FCP-II注聚剖面测井仪	9#	2	8.5	875.9	878.55	S2	2-3					2.6	0	4.63	4.63			B1-D2-P53	
9804	B1-D2-P53	2016/11/7	5WW	S22-3	FCP-II注聚剖面测井仪	9#	4	8.5	879.37	880.2	S2	2-3					0.8	0	9.75	9.75			B1-D2-P53	
9805	B1-D2-P53	2016/11/7	5WW	S22-3	FCP-II注聚剖面测井仪	9#	5	8.5	880.2	881.82							1.6	0	2.08	2.08			B1-D2-P53	
9806	B1-D2-P53	2016/11/7	5WW		FCP-II注聚剖面测井仪	9#	6	8.5	881.82	883.3							1.5	0	2.78	2.78			B1-D2-P53	
9808	B1-D2-P53	2016/11/7	5WW	S27-8	FCP-II注聚剖面测井仪	9#	8	8.5	892.9	894.82							1.9	0	60.54	60.54			B1-D2-P53	
9809	B1-D2-P53	2016/11/7	5WW		FCP-II注聚剖面测井仪	9#	9	8.5	894.82	895.8							1	0	4.34	4.34			B1-D2-P53	
9810	B1-D2-P53	2016/11/7	5WW		FCP-II注聚剖面测井仪	9#	10	8.5	895.8	897.1							1.3	0	2.37	2.37			B1-D2-P53	
10949	B1-D2-P53	2017/9/14	5WW	S21	FCP-II注聚剖面测井仪	9#	1	10.4	872.2	874.7	S2	1					2.5	2.5	53.58	53.58			B1-D2-P53	
10950	B1-D2-P53	2017/9/14	5WW	S22-3～S22-3	FCP-II注聚剖面测井仪	9#	2	10.4	875.9	880.2							4.3	0.4	27.41	27.41			B1-D2-P53	
10951	B1-D2-P53	2017/9/14	5WW	S22-3	FCP-II注聚剖面测井仪	9#	3	10.4	880.2	883.3							3.1	3.1	19.01	19.01			B1-D2-P53	
11410	B1-D2-P53	2018/8/24	5WW	S21	FCP-II注聚剖面测井仪	9#	1	10	872.2	873.15	S2	1					0.9	0	2.04	1.63			B1-D2-P53	
11411	B1-D2-P53	2018/8/24	5WW		FCP-II注聚剖面测井仪	9#	2	10	873.15	874.7	S2	1					1.6	0	16.31	13.05			B1-D2-P53	
11413	B1-D2-P53	2018/8/24	5WW	S22-3	FCP-II注聚剖面测井仪	9#	4	10	880.2	882.07							1.9	0	29.44	23.56			B1-D2-P53	
11414	B1-D2-P53	2018/8/24	5WW		FCP-II注聚剖面测井仪	9#	5	10	882.07	883.3							1.2	0	5.69	4.55			B1-D2-P53	
11416	B1-D2-P53	2018/8/24	5WW	S27-8	FCP-II注聚剖面测井仪	9#	7	10	892.9	895.15							2.3	0	24.58	19.66			B1-D2-P53	
11417	B1-D2-P53	2018/8/24	5WW		FCP-II注聚剖面测井仪	9#	8	10	895.15	896.52							1.4	0	26.63	21.3			B1-D2-P53	
11418	B1-D2-P53	2018/8/24	5WW		FCP-II注聚剖面测井仪	9#	9	10	896.52	897.1							0.6	0	9.41	7.53			B1-D2-P53	
11419	B1-D2-P53	2018/8/24	5WW	S28	FCP-II注聚剖面测井仪	9#	10	10	897.6	898.8	S2	8					1.2	1.1	10.9	8.72			B1-D2-P53	
11684	B1-D2-P53	2019/3/29	5WW	S28	FCP-II注聚剖面测井仪		5	9.7	897.6	898.8	S2	8					1.2	1.1	31.1	24.88			B1-D2-P53	
11685	B1-D2-P53	2019/3/29	5WW	S27-8～S27-8	FCP-II注聚剖面测井仪		4	9.7	891.2	897.1							5.9	5.5	48.37	38.7			B1-D2-P53	
11686	B1-D2-P53	2019/3/29	5WW	S22-3	FCP-II注聚剖面测井仪		3	9.7	880.2	883.3							3.1	3.1	27.74	22.19			B1-D2-P53	
11688	B1-D2-P53	2019/3/29	5WW	S21	FCP-II注聚剖面测井仪		1	9.7	872.2	874.7	S2	1					2.5	2.5	17.79	14.23			B1-D2-P53	
12082	B1-D2-P53	2019/9/16	5WW	S21	FCP-II注聚剖面测井仪		1	10.2	872.2	874.7	S2	1					2.5	2.5	35.56	28.45			B1-D2-P53	
12083	B1-D2-P53	2019/9/16	5WW	S28	FCP-II注聚剖面测井仪		8	10.2	897.6	898.8	S2	8					1.2	1.1	15.84	12.67			B1-D2-P53	
12084	B1-D2-P53	2019/9/16	5WW		FCP-II注聚剖面测井仪		7	10.2	895.2	897.1							1.9	0	6.78	5.42			B1-D2-P53	
12085	B1-D2-P53	2019/9/16	5WW	S27-8	FCP-II注聚剖面测井仪		6	10.2	892.9	895.2							2.3	0	14.76	11.81			B1-D2-P53	
12086	B1-D2-P53	2019/9/16	5WW	S27-8～S27-8	FCP-II注聚剖面测井仪		5	10.2	891.2	892.9	S2	7-8					1.7	1.4	12.06	9.65			B1-D2-P53	
12087	B1-D2-P53	2019/9/16	5WW		FCP-II注聚剖面测井仪		4	10.2	882.08	883.3							1.2	0	1.79	1.43			B1-D2-P53	
12088	B1-D2-P53	2019/9/16	5WW	S22-3	FCP-II注聚剖面测井仪		3	10.2	880.2	882.08							1.9	0	13.61	10.89			B1-D2-P53	
12089	B1-D2-P53	2019/9/16	5WW	S22-3～S22-3	FCP-II注聚剖面测井仪		2	10.2	875.9	880.2	S2	2-3					4.3	0.4	24.6	19.68			B1-D2-P53	
12355	B1-D2-P53	2019/11/21	5WW		FCP-II注聚剖面测井仪	9#	11	9.6	895.04	896.22							1.2	0	11.8	9.44			B1-D2-P53	
12356	B1-D2-P53	2019/11/21	5WW	S27-8	FCP-II注聚剖面测井仪	9#	10	9.6	892.9	895.04							2.1	0	34.11	27.28			B1-D2-P53	
